id,slug,name,segment,description,cover_image_url,pdf_url,whatsapp_number,is_featured,is_new,sort_order,active,created_at,updated_at,gallery_urls
4aab5380-8cc3-429a-8faf-170b92aacfe3,aries-315,Aries 315,urbano,Unidad urbana de alta eficiencia disponible en versión Diesel y GNC. Diseñada para servicios urbanos de alta frecuencia.,https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,false,false,2,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
6b601b9d-1e7d-4775-b510-09c19977c789,aries-345,Aries 345,interurbano,"Bus interurbano disponible en dos longitudes: 12 metros y 13,20 metros para distintas capacidades operativas.",https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,false,false,4,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
93d9e81e-0616-41c8-86e8-0778bd45ebbc,aries-truck,Aries Truck,interprovincial,"Vehículo de trabajo pesado para servicios mineros, petroleros y traslado de personal en terrenos exigentes. Versiones 4x4 y 6x4.",https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,false,false,7,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
964b9503-974e-47d6-893f-b24caec02e41,aries-305,Aries 305,interprovincial,"Bus versátil de la familia Aries. Disponible en versiones turismo 4x2, 4x4 y urbano para adaptarse a distintos servicios y rutas.",https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,false,false,1,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
9d82eafc-5696-461b-82b4-77152ef28283,aries-365,Aries 365,interprovincial,Uno de los modelos más completos de la familia Aries. Cuatro longitudes disponibles para cubrir cualquier tipo de servicio de larga distancia.,https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,true,false,5,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
adc4c7da-9b4f-4733-8be8-a2d6f6a48673,aries-330,Aries 330,interurbano,"Modelo interurbano con tres configuraciones de motorización: trasero, delantero y delantero 4x4 para rutas exigentes.",https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,false,false,3,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
c98d69f4-84da-47e8-ae6f-ab6b6305b818,aries-405,Aries 405,interprovincial,"El tope de gama de Saldivia. Bus de larga distancia premium disponible en versiones Dual, Ejecutivo y Suite.",https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,true,false,6,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
ef37349f-8e2f-4bdc-a563-f956700aabbb,aries-truck-mini,Aries Truck Mini,interprovincial,Versión compacta del Truck para servicios en rutas y terrenos difíciles.,https://saldiviabuses.com.ar/wp-content/uploads/2019/09/365-web-2022-01.jpg,,5493814000000,false,false,8,true,2026-04-10 17:20:25.125179+00,2026-04-10 17:20:25.125179+00,
